Alpha-3 code;Cancer code;Population code (ISO/UN);Country;Label;Sex;Number;MIR;Crude rate;Cumulative risk;indicator
SWE;10;752;752;Sweden;0;59;23;58;3;MIR
CHE;10;756;756;Switzerland;0;65;1.857142857;74;3;MIR
SYR;10;760;760;Syrian Arab Republic;0;10;0.4375;5;1;MIR
TJK;10;762;762;Tajikistan;0;23;0.725490196;23;5;MIR
THA;10;764;764;Thailand;0;126;0.333333333;18;1;MIR
TGO;10;768;768;Togo;0;32;0.766233766;37;8;MIR
TTO;10;780;780;Trinidad and Tobago;0;4;0.025316456;28;2;MIR
ARE;10;784;784;United Arab Emirates;0;5;0.714285714;5;3;MIR
TUN;10;788;788;Tunisia;0;42;0.480769231;35;3;MIR
TUR;10;792;792;Türkiye;0;73;0.291666667;9;1;MIR
TKM;10;795;795;Turkmenistan;0;19;5;31;2;MIR
UGA;10;800;800;Uganda;0;80;7;17;4;MIR
UKR;10;804;804;Ukraine;0;159;0.422222222;37;2;MIR
MKD;10;807;807;North Macedonia;0;0;0;0;0;MIR
EGY;10;818;818;Egypt;0;161;0.473684211;15;2;MIR
GBR;10;826;826;United Kingdom;0;638;0.266666667;93;5;MIR
TZA;10;834;834;Tanzania, United Republic of;0;353;0.705882353;56;13;MIR
USA;10;840;840;United States of America;0;1690;1.666666667;5;3;MIR
BFA;10;854;854;Burkina Faso;0;86;0.773809524;39;6;MIR
URY;10;858;858;Uruguay;0;19;24;54;2;MIR
UZB;10;860;860;Uzbekistan;0;95;0.039473684;28;4;MIR
VEN;10;862;862;Venezuela;0;86;0.263157895;29;3;MIR
WSM;10;882;882;Samoa;0;0;Inf;0;0;MIR
YEM;10;887;887;Yemen;0;17;0.083333333;5;1;MIR
ZMB;10;894;894;Zambia;0;43;7.2;22;3;MIR
;;;;Total;;22035;0.388888889;28;2;MIR
AFG;30;4;4;Afghanistan;0;269;0.625;66;18;MIR
ALB;30;8;8;Albania;0;196;0.37804878;68;34;MIR
DZA;30;12;12;Algeria;0;1818;0.541666667;4;43;MIR
AGO;30;24;24;Angola;0;229;0.517241379;65;14;MIR
AZE;30;31;31;Azerbaijan;0;314;0.481481481;31;31;MIR
ARG;30;32;32;Argentina;0;1611;0.038461538;35;22;MIR
AUS;30;36;36;Australia;0;1400;0.243243243;54;13;MIR
AUT;30;40;40;Austria;0;804;0.317073171;89;25;MIR
BHS;30;44;44;Bahamas;0;4;6.5;1;1;MIR
BHR;30;48;48;Bahrain;0;21;0.369863014;12;18;MIR
BGD;30;50;50;Bangladesh;0;880;5.272727273;52;7;MIR
ARM;30;51;51;Armenia;0;189;4.714285714;64;32;MIR
BRB;30;52;52;Barbados;0;10;0.8125;35;17;MIR
BEL;30;56;56;Belgium;0;1151;0.224806202;99;28;MIR
BTN;30;64;64;Bhutan;0;4;1;51;7;MIR
BOL;30;68;68;Bolivia;0;51;43;43;6;MIR
BIH;30;70;70;Bosnia Herzegovina;0;272;0.347826087;84;36;MIR
BWA;30;72;72;Botswana;0;6;0.43902439;25;2;MIR
BRA;30;76;76;Brazil;0;6146;0.333333333;29;17;MIR
BLZ;30;84;84;Belize;0;0;Inf;0;0;MIR
SLB;30;90;90;Solomon Islands;0;2;4;28;8;MIR
BRN;30;96;96;Brunei Darussalam;0;6;0.372093023;14;12;MIR
BGR;30;100;100;Bulgaria;0;709;0.317757009;104;39;MIR
MMR;30;104;104;Myanmar;0;582;0.578947368;11;12;MIR
BDI;30;108;108;Burundi;0;66;0.666666667;52;15;MIR
BLR;30;112;112;Belarus;0;437;0.265822785;46;26;MIR
KHM;30;116;116;Cambodia;0;138;5.5;8;11;MIR
CMR;30;120;120;Cameroon;0;95;0.571428571;34;9;MIR
CAN;30;124;124;Canada;0;3503;0.179487179;91;21;MIR
CPV;30;132;132;Cape Verde;0;4;3.76;7;16;MIR
CAF;30;140;140;Central African Republic;0;24;0.066666667;48;13;MIR
LKA;30;144;144;Sri Lanka;0;308;4.421052632;14;9;MIR
TCD;30;148;148;Chad;0;164;0.5625;94;21;MIR
CHL;30;152;152;Chile;0;742;0.404255319;39;19;MIR
CHN;30;156;160;China;0;41367;0.382352941;29;12;MIR
COL;30;170;170;Colombia;0;805;0.035714286;16;1;MIR
COM;30;174;174;Comoros;0;13;0.583333333;14;33;MIR
COG;30;178;178;Congo, Republic of;0;8;0.396825397;14;3;MIR
COD;30;180;180;Congo, Democratic People Republic of;0;444;0.0625;47;11;MIR
CRI;30;188;188;Costa Rica;0;121;0.393939394;23;11;MIR
HRV;30;191;191;Croatia;0;552;0.034188034;136;42;MIR
CUB;30;192;192;Cuba;0;765;0.464285714;68;28;MIR
CYP;30;196;196;Cyprus;0;128;0.328358209;105;43;MIR
CZE;30;203;203;Czechia;0;1082;0.264957265;101;32;MIR
BEN;30;204;204;Benin;0;34;0.604395604;27;5;MIR
DNK;30;208;208;Denmark;0;531;0.160714286;91;27;MIR
DOM;30;214;214;Dominican Republic;0;117;43.5;11;9;MIR
ECU;30;218;218;Ecuador;0;258;0.34375;14;9;MIR
SLV;30;222;222;El Salvador;0;58;4.916666667;89;5;MIR
GNQ;30;226;226;Equatorial Guinea;0;5;7.818181818;33;11;MIR
ETH;30;231;231;Ethiopia;0;923;0.56;76;17;MIR
ERI;30;232;232;Eritrea;0;33;0.608695652;9;16;MIR
EST;30;233;233;Estonia;0;131;0.308510638;99;32;MIR
FJI;30;242;242;Fiji;0;10;0.44;11;12;MIR
FIN;30;246;246;Finland;0;341;0.202531646;61;15;MIR
FRA;30;250;250;France (metropolitan);0;7934;0.336633663;121;33;MIR
GUF;30;254;254;French Guyana;0;5;3;16;2;MIR
