Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk,indicator
CYP,11,196,196,Cyprus,0,130,5.6,10.6,0.66,incidence
CZE,11,203,203,Czechia,0,1053,3.9,9.8,0.48,incidence
BEN,11,204,204,Benin,0,622,8.2,4.9,0.8,incidence
DNK,11,208,208,Denmark,0,672,4.6,11.5,0.55,incidence
DOM,11,214,214,Dominican Republic,0,849,6.8,7.7,0.73,incidence
ECU,11,218,218,Ecuador,0,1100,5.2,6.1,0.56,incidence
SLV,11,222,222,El Salvador,0,471,5.6,7.2,0.58,incidence
GNQ,11,226,226,Equatorial Guinea,0,74,7.4,4.9,0.81,incidence
ETH,11,231,231,Ethiopia,0,2798,4.1,2.3,0.49,incidence
ERI,11,232,232,Eritrea,0,97,4.3,2.7,0.5,incidence
EST,11,233,233,Estonia,0,138,4.5,10.4,0.57,incidence
FJI,11,242,242,Fiji,0,88,9.7,9.7,1.1,incidence
FIN,11,246,246,Finland,0,680,4.1,12.2,0.49,incidence
FRA,11,250,250,France (metropolitan),0,12172,7.8,18.6,0.99,incidence
GUF,11,254,254,French Guyana,0,11,3.8,3.5,0.48,incidence
PYF,11,258,258,French Polynesia,0,33,8.5,11.6,0.95,incidence
DJI,11,262,262,Djibouti,0,30,3.5,3,0.41,incidence
GAB,11,266,266,Gabon,0,153,8.9,6.6,0.94,incidence
GEO,11,268,268,Georgia,0,476,6.7,12,0.8,incidence
GMB,11,270,270,The Republic of the Gambia,0,278,17.9,10.9,1.8,incidence
PSE,11,275,275,Gaza Strip and West Bank,0,152,5.1,2.8,0.61,incidence
DEU,11,276,276,Germany,0,9959,4.5,11.9,0.57,incidence
GHA,11,288,288,Ghana,0,3731,16.1,11.5,1.6,incidence
GRC,11,300,300,Greece,0,1669,5.4,16.2,0.61,incidence
GLP,11,312,312,"France, Guadeloupe",0,40,4.3,10,0.53,incidence
GUM,11,316,316,Guam,0,35,15.1,20.4,1.7,incidence
GTM,11,320,320,Guatemala,0,2118,15.5,11.4,1.9,incidence
GIN,11,324,324,Guinea,0,1575,21.3,11.4,2.4,incidence
GUY,11,328,328,Guyana,0,30,3.5,3.8,0.43,incidence
HTI,11,332,332,Haiti,0,909,9.3,7.8,0.92,incidence
HND,11,340,340,Honduras,0,436,5.4,4.3,0.62,incidence
HUN,11,348,348,Hungary,0,959,4.3,10,0.55,incidence
ISL,11,352,352,Iceland,0,32,3.8,9.3,0.44,incidence
IND,11,356,356,India,0,38703,2.7,2.8,0.33,incidence
IDN,11,360,360,Indonesia,0,23805,8,8.5,0.92,incidence
IRN,11,364,364,"Iran, Islamic Republic of",0,5842,6.4,6.8,0.73,incidence
IRQ,11,368,368,Iraq,0,807,3.4,1.9,0.39,incidence
IRL,11,372,372,Ireland,0,564,5.7,11.2,0.62,incidence
ISR,11,376,376,Israel,0,376,2.8,4.2,0.31,incidence
ITA,11,380,380,Italy,0,11886,6.8,19.7,0.8,incidence
CIV,11,384,384,Côte d'Ivoire,0,1290,8,4.7,0.86,incidence
JAM,11,388,388,Jamaica,0,110,2.9,3.7,0.31,incidence
JPN,11,392,392,Japan,0,41388,9.2,33,1.1,incidence
KAZ,11,398,398,Kazakhstan,0,1199,5.3,6.2,0.68,incidence
JOR,11,400,400,Jordan,0,197,2.6,1.9,0.3,incidence
KEN,11,404,404,Kenya,0,883,2.9,1.6,0.34,incidence
PRK,11,408,408,"Korea, Democratic People Republic of",0,6180,16.4,23.8,2,incidence
KOR,11,410,410,"Korea, Republic of",0,14791,13.7,28.8,1.6,incidence
KWT,11,414,414,Kuwait,0,138,4.3,3.2,0.48,incidence
KGZ,11,417,417,Kyrgyzstan,0,431,7.8,6.4,0.98,incidence
LAO,11,418,418,Lao People's Democratic Republic,0,1379,24.9,18.4,2.9,incidence
LBN,11,422,422,Lebanon,0,183,2.3,2.7,0.28,incidence
LSO,11,426,426,Lesotho,0,52,3,2.4,0.28,incidence
LVA,11,428,428,Latvia,0,188,4.3,10.2,0.53,incidence
LBR,11,430,430,Liberia,0,501,14.8,9.4,1.6,incidence
LBY,11,434,434,Libya,0,266,4.7,3.8,0.55,incidence
LTU,11,440,440,Lithuania,0,292,4.9,11,0.58,incidence
LUX,11,442,442,Luxembourg,0,63,4.5,9.8,0.53,incidence
MDG,11,450,450,Madagascar,0,1072,5.5,3.7,0.58,incidence
MWI,11,454,454,Malawi,0,463,3.9,2.3,0.38,incidence
MYS,11,458,458,Malaysia,0,2363,6.5,7.1,0.74,incidence
MDV,11,462,462,Maldives,0,31,7.6,5.7,0.9,incidence
MLI,11,466,466,Mali,0,903,8.6,4.2,0.95,incidence
MLT,11,470,470,Malta,0,51,4.3,11.5,0.48,incidence
MTQ,11,474,474,"France, Martinique",0,38,3.6,10.2,0.41,incidence
MRT,11,478,478,Mauritania,0,291,9.3,5.9,1,incidence
MUS,11,480,480,Mauritius,0,75,3.6,5.9,0.43,incidence
MEX,11,484,484,Mexico,0,8603,5.7,6.5,0.66,incidence
MNG,11,496,496,Mongolia,0,2668,96.1,79,11.3,incidence
MDA,11,498,498,Moldova,0,657,10.1,16.4,1.2,incidence
MNE,11,499,499,Montenegro,0,66,4.7,10.5,0.54,incidence
MAR,11,504,504,Morocco,0,1112,2.6,2.9,0.3,incidence
MOZ,11,508,508,Mozambique,0,1656,8,5,0.81,incidence
OMN,11,512,512,Oman,0,148,4.6,2.8,0.55,incidence
NAM,11,516,516,Namibia,0,67,3.8,2.5,0.4,incidence
NPL,11,524,524,Nepal,0,558,2.1,1.9,0.26,incidence
NLD,11,528,528,The Netherlands,0,1594,3.4,9.3,0.38,incidence
NCL,11,540,540,New Caledonia,0,37,9,12.7,1,incidence
VUT,11,548,548,Vanuatu,0,26,12.1,8.1,1.5,incidence
NZL,11,554,554,New Zealand,0,382,4,7.8,0.47,incidence
NIC,11,558,558,Nicaragua,0,598,9.8,8.8,1.1,incidence
NER,11,562,562,Niger,0,1207,9.8,4.6,1.1,incidence
NGA,11,566,566,Nigeria,0,4382,4.2,2,0.45,incidence
NOR,11,578,578,Norway,0,494,4.1,9,0.48,incidence
PAK,11,586,586,Pakistan,0,6121,3.8,2.7,0.44,incidence
PAN,11,591,591,Panama,0,242,4.3,5.4,0.47,incidence
PNG,11,598,598,Papua New Guinea,0,745,12,8,1.4,incidence
PRY,11,600,600,Paraguay,0,212,3,2.9,0.33,incidence
PER,11,604,604,Peru,0,2068,4.9,6.1,0.54,incidence
PHL,11,608,608,Philippines,0,12544,12.4,11.2,1.5,incidence
POL,11,616,616,Poland,0,2647,3.3,7,0.38,incidence
PRT,11,620,620,Portugal,0,1740,6.7,17.2,0.78,incidence
GNB,11,624,624,Guinea-Bissau,0,152,13.3,7.4,1.4,incidence
TLS,11,626,626,Timor-Leste,0,49,5.4,3.6,0.63,incidence
PRI,11,630,630,Puerto Rico,0,445,6.3,15.7,0.78,incidence
QAT,11,634,634,Qatar,0,60,4.1,2,0.59,incidence
REU,11,638,638,"France, La Réunion",0,107,6.6,11.8,0.8,incidence
ROU,11,642,642,Romania,0,3682,8.9,19.4,1.1,incidence
RUS,11,643,643,Russian Federation,0,11748,4.3,8.1,0.51,incidence
RWA,11,646,646,Rwanda,0,399,4.9,2.9,0.56,incidence
LCA,11,662,662,Saint Lucia,0,4,1.2,2.2,0.14,incidence
STP,11,678,678,Sao Tome and Principe,0,12,8,5.3,0.88,incidence
SAU,11,682,682,Saudi Arabia,0,1254,4.7,3.5,0.57,incidence
SEN,11,686,686,Senegal,0,1143,11.1,6.5,1.2,incidence
SRB,11,688,688,Serbia,0,839,4.5,9.7,0.53,incidence
SLE,11,694,694,Sierra Leone,0,375,5.9,4.5,0.56,incidence
SGP,11,702,702,Singapore,0,1442,12.1,24.3,1.4,incidence
SVK,11,703,703,Slovakia,0,529,4.4,9.7,0.55,incidence
VNM,11,704,704,Viet Nam,0,24502,20.2,24.8,2.4,incidence
SVN,11,705,705,Slovenia,0,374,6.4,18,0.77,incidence
SOM,11,706,706,Somalia,0,301,3.7,1.8,0.43,incidence
ZAF,11,710,710,South Africa,0,2650,4.9,4.4,0.54,incidence
ZWE,11,716,716,Zimbabwe,0,640,7.7,4.2,0.88,incidence
ESP,11,724,724,Spain,0,6428,6,13.8,0.74,incidence
SSD,11,728,728,South Sudan,0,354,5.2,3.1,0.58,incidence
SDN,11,729,729,Sudan,0,1228,4.4,2.7,0.5,incidence
SUR,11,740,740,Suriname,0,46,6.9,7.7,0.7,incidence
SWZ,11,748,748,Eswatini,0,31,4,2.6,0.36,incidence
SWE,11,752,752,Sweden,0,1015,4.6,9.9,0.57,incidence
CHE,11,756,756,Switzerland,0,1113,5.4,12.7,0.66,incidence
SYR,11,760,760,Syrian Arab Republic,0,408,2.8,2.1,0.29,incidence
TJK,11,762,762,Tajikistan,0,281,4.6,2.8,0.49,incidence
THA,11,764,764,Thailand,0,27936,22.7,39.9,2.7,incidence
TGO,11,768,768,Togo,0,220,4.3,2.5,0.46,incidence
TTO,11,780,780,Trinidad and Tobago,0,65,2.8,4.6,0.35,incidence
ARE,11,784,784,United Arab Emirates,0,89,2.7,0.88,0.28,incidence
TUN,11,788,788,Tunisia,0,627,4.1,5.2,0.48,incidence
TUR,11,792,792,Türkiye,0,5039,4.7,5.9,0.56,incidence
TKM,11,795,795,Turkmenistan,0,322,6.2,5.2,0.72,incidence
UGA,11,800,800,Uganda,0,1963,8.9,4.1,0.99,incidence
UKR,11,804,804,Ukraine,0,2124,2.6,4.9,0.31,incidence
MKD,11,807,807,North Macedonia,0,213,5.4,10.2,0.67,incidence
EGY,11,818,818,Egypt,0,27946,32,26.3,3.7,incidence
GBR,11,826,826,United Kingdom,0,8223,4.8,12,0.54,incidence
TZA,11,834,834,"Tanzania, United Republic of",0,1133,3.4,1.8,0.38,incidence
USA,11,840,840,United States of America,0,43492,6.8,13,0.88,incidence
BFA,11,854,854,Burkina Faso,0,1930,17.1,8.7,1.9,incidence
URY,11,858,858,Uruguay,0,187,3,5.4,0.38,incidence
UZB,11,860,860,Uzbekistan,0,1612,5.4,4.7,0.68,incidence
VEN,11,862,862,Venezuela,0,1402,4,4.8,0.44,incidence
WSM,11,882,882,Samoa,0,9,5.5,4.5,0.69,incidence
YEM,11,887,887,Yemen,0,726,4.4,2.3,0.51,incidence
ZMB,11,894,894,Zambia,0,422,4.7,2.2,0.53,incidence
,,,,Total,,865835,8.6,11,1,incidence
AFG,18,4,4,Afghanistan,0,16,0.07,0.04,0.01,incidence
ALB,18,8,8,Albania,0,27,0.64,0.94,0.06,incidence
DZA,18,12,12,Algeria,0,69,0.15,0.15,0.02,incidence
AGO,18,24,24,Angola,0,0,0,0,0,incidence
AZE,18,31,31,Azerbaijan,0,27,0.23,0.26,0.03,incidence
ARG,18,32,32,Argentina,0,248,0.37,0.54,0.05,incidence
AUS,18,36,36,Australia,0,961,1.7,3.7,0.2,incidence
AUT,18,40,40,Austria,0,120,0.55,1.3,0.07,incidence
BHS,18,44,44,Bahamas,0,0,0,0,0,incidence
BHR,18,48,48,Bahrain,0,6,0.76,0.34,0.08,incidence
BGD,18,50,50,Bangladesh,0,9,0.01,0.01,0,incidence
ARM,18,51,51,Armenia,0,23,0.47,0.77,0.05,incidence
BRB,18,52,52,Barbados,0,0,0,0,0,incidence
BEL,18,56,56,Belgium,0,334,1.1,2.9,0.14,incidence
BTN,18,64,64,Bhutan,0,0,0,0,0,incidence
BOL,18,68,68,Bolivia,0,12,0.11,0.1,0.02,incidence
BIH,18,70,70,Bosnia Herzegovina,0,13,0.18,0.4,0.03,incidence
BWA,18,72,72,Botswana,0,0,0,0,0,incidence
BRA,18,76,76,Brazil,0,167,0.06,0.08,0.01,incidence
BLZ,18,84,84,Belize,0,0,0,0,0,incidence
SLB,18,90,90,Solomon Islands,0,0,0,0,0,incidence
BRN,18,96,96,Brunei Darussalam,0,0,0,0,0,incidence
BGR,18,100,100,Bulgaria,0,58,0.44,0.85,0.05,incidence
MMR,18,104,104,Myanmar,0,12,0.02,0.02,0,incidence
BDI,18,108,108,Burundi,0,5,0.07,0.04,0.01,incidence
BLR,18,112,112,Belarus,0,45,0.25,0.48,0.03,incidence
KHM,18,116,116,Cambodia,0,2,0.01,0.01,0,incidence
CMR,18,120,120,Cameroon,0,8,0.05,0.03,0.01,incidence
CAN,18,124,124,Canada,0,719,0.66,1.9,0.07,incidence
CPV,18,132,132,Cape Verde,0,0,0,0,0,incidence
CAF,18,140,140,Central African Republic,0,0,0,0,0,incidence
LKA,18,144,144,Sri Lanka,0,6,0.02,0.03,0,incidence
TCD,18,148,148,Chad,0,16,0.26,0.09,0.03,incidence
CHL,18,152,152,Chile,0,80,0.25,0.42,0.03,incidence
CHN,18,156,160,China,0,2381,0.1,0.17,0.01,incidence
COL,18,170,170,Colombia,0,139,0.21,0.27,0.03,incidence
COM,18,174,174,Comoros,0,0,0,0,0,incidence
COG,18,178,178,"Congo, Republic of",0,0,0,0,0,incidence
COD,18,180,180,"Congo, Democratic People Republic of",0,26,0.05,0.03,0.01,incidence
CRI,18,188,188,Costa Rica,0,4,0.05,0.08,0.01,incidence
HRV,18,191,191,Croatia,0,103,0.99,2.5,0.13,incidence
CUB,18,192,192,Cuba,0,14,0.07,0.12,0.01,incidence
CYP,18,196,196,Cyprus,0,14,0.55,1.1,0.07,incidence
CZE,18,203,203,Czechia,0,64,0.24,0.6,0.03,incidence
BEN,18,204,204,Benin,0,0,0,0,0,incidence
DNK,18,208,208,Denmark,0,157,1,2.7,0.12,incidence
DOM,18,214,214,Dominican Republic,0,6,0.04,0.05,0,incidence
ECU,18,218,218,Ecuador,0,26,0.13,0.14,0.02,incidence
SLV,18,222,222,El Salvador,0,0,0,0,0,incidence
GNQ,18,226,226,Equatorial Guinea,0,0,0,0,0,incidence
ETH,18,231,231,Ethiopia,0,11,0.02,0.01,0,incidence
ERI,18,232,232,Eritrea,0,0,0,0,0,incidence
EST,18,233,233,Estonia,0,5,0.15,0.38,0.02,incidence
FJI,18,242,242,Fiji,0,0,0,0,0,incidence
FIN,18,246,246,Finland,0,119,0.67,2.1,0.08,incidence
FRA,18,250,250,France (metropolitan),0,1632,0.75,2.5,0.09,incidence
GUF,18,254,254,French Guyana,0,1,0.38,0.32,0.1,incidence
PYF,18,258,258,French Polynesia,0,0,0,0,0,incidence
DJI,18,262,262,Djibouti,0,0,0,0,0,incidence
GAB,18,266,266,Gabon,0,1,0.05,0.04,0,incidence
GEO,18,268,268,Georgia,0,13,0.17,0.33,0.02,incidence
GMB,18,270,270,The Republic of the Gambia,0,0,0,0,0,incidence
PSE,18,275,275,Gaza Strip and West Bank,0,5,0.15,0.09,0.02,incidence
DEU,18,276,276,Germany,0,1771,0.69,2.1,0.09,incidence
GHA,18,288,288,Ghana,0,8,0.03,0.02,0,incidence
GRC,18,300,300,Greece,0,87,0.31,0.84,0.04,incidence
GLP,18,312,312,"France, Guadeloupe",0,0,0,0,0,incidence
GUM,18,316,316,Guam,0,0,0,0,0,incidence
GTM,18,320,320,Guatemala,0,0,0,0,0,incidence
GIN,18,324,324,Guinea,0,1,0.01,0.01,0,incidence
GUY,18,328,328,Guyana,0,0,0,0,0,incidence
HTI,18,332,332,Haiti,0,4,0.04,0.03,0,incidence
HND,18,340,340,Honduras,0,16,0.2,0.16,0.02,incidence
HUN,18,348,348,Hungary,0,69,0.33,0.72,0.04,incidence
ISL,18,352,352,Iceland,0,3,0.39,0.87,0.06,incidence
IND,18,356,356,India,0,1613,0.11,0.11,0.01,incidence
IDN,18,360,360,Indonesia,0,243,0.09,0.09,0.01,incidence
IRN,18,364,364,"Iran, Islamic Republic of",0,46,0.05,0.05,0.01,incidence
IRQ,18,368,368,Iraq,0,27,0.11,0.06,0.01,incidence
IRL,18,372,372,Ireland,0,59,0.54,1.2,0.07,incidence
ISR,18,376,376,Israel,0,49,0.36,0.55,0.04,incidence
ITA,18,380,380,Italy,0,2337,1.1,3.9,0.14,incidence
CIV,18,384,384,Côte d'Ivoire,0,18,0.15,0.06,0.04,incidence
JAM,18,388,388,Jamaica,0,2,0.06,0.07,0.01,incidence
JPN,18,392,392,Japan,0,2137,0.57,1.7,0.07,incidence
KAZ,18,398,398,Kazakhstan,0,53,0.24,0.28,0.03,incidence
JOR,18,400,400,Jordan,0,13,0.17,0.13,0.02,incidence
KEN,18,404,404,Kenya,0,4,0.01,0.01,0,incidence
PRK,18,408,408,"Korea, Democratic People Republic of",0,72,0.18,0.28,0.02,incidence
KOR,18,410,410,"Korea, Republic of",0,209,0.19,0.41,0.02,incidence
KWT,18,414,414,Kuwait,0,19,0.48,0.43,0.07,incidence
KGZ,18,417,417,Kyrgyzstan,0,4,0.07,0.06,0.01,incidence
LAO,18,418,418,Lao People's Democratic Republic,0,0,0,0,0,incidence
LBN,18,422,422,Lebanon,0,28,0.37,0.42,0.05,incidence
LSO,18,426,426,Lesotho,0,2,0.12,0.09,0.02,incidence
LVA,18,428,428,Latvia,0,7,0.15,0.38,0.02,incidence
LBR,18,430,430,Liberia,0,1,0.04,0.02,0.01,incidence
LBY,18,434,434,Libya,0,8,0.13,0.11,0.01,incidence
LTU,18,440,440,Lithuania,0,9,0.12,0.34,0.01,incidence
LUX,18,442,442,Luxembourg,0,21,2,3.3,0.26,incidence
MDG,18,450,450,Madagascar,0,14,0.08,0.05,0.01,incidence
MWI,18,454,454,Malawi,0,0,0,0,0,incidence
MYS,18,458,458,Malaysia,0,27,0.07,0.08,0.01,incidence
MDV,18,462,462,Maldives,0,0,0,0,0,incidence
MLI,18,466,466,Mali,0,9,0.09,0.04,0.01,incidence
MLT,18,470,470,Malta,0,12,0.78,2.7,0.07,incidence
MTQ,18,474,474,"France, Martinique",0,0,0,0,0,incidence
MRT,18,478,478,Mauritania,0,0,0,0,0,incidence
MUS,18,480,480,Mauritius,0,0,0,0,0,incidence
MEX,18,484,484,Mexico,0,376,0.26,0.29,0.03,incidence
MNG,18,496,496,Mongolia,0,7,0.26,0.21,0.04,incidence
MDA,18,498,498,Moldova,0,3,0.04,0.07,0.01,incidence
MNE,18,499,499,Montenegro,0,3,0.22,0.48,0.05,incidence
MAR,18,504,504,Morocco,0,69,0.16,0.18,0.02,incidence
MOZ,18,508,508,Mozambique,0,10,0.04,0.03,0,incidence
OMN,18,512,512,Oman,0,4,0.12,0.08,0.02,incidence
NAM,18,516,516,Namibia,0,1,0.08,0.04,0.01,incidence
NPL,18,524,524,Nepal,0,8,0.03,0.03,0,incidence
NLD,18,528,528,The Netherlands,0,669,1.4,3.9,0.17,incidence
NCL,18,540,540,New Caledonia,0,3,0.69,1,0.08,incidence
VUT,18,548,548,Vanuatu,0,0,0,0,0,incidence
NZL,18,554,554,New Zealand,0,120,1,2.5,0.12,incidence
NIC,18,558,558,Nicaragua,0,2,0.04,0.03,0,incidence
NER,18,562,562,Niger,0,2,0.01,0.01,0,incidence
NGA,18,566,566,Nigeria,0,63,0.04,0.03,0,incidence
NOR,18,578,578,Norway,0,87,0.6,1.6,0.07,incidence
PAK,18,586,586,Pakistan,0,43,0.03,0.02,0,incidence
PAN,18,591,591,Panama,0,2,0.02,0.04,0,incidence
PNG,18,598,598,Papua New Guinea,0,7,0.11,0.08,0.01,incidence
PRY,18,600,600,Paraguay,0,1,0.02,0.01,0,incidence
PER,18,604,604,Peru,0,70,0.16,0.21,0.02,incidence
PHL,18,608,608,Philippines,0,68,0.07,0.06,0.01,incidence
POL,18,616,616,Poland,0,401,0.48,1.1,0.06,incidence
PRT,18,620,620,Portugal,0,79,0.27,0.78,0.03,incidence
GNB,18,624,624,Guinea-Bissau,0,0,0,0,0,incidence
TLS,18,626,626,Timor-Leste,0,0,0,0,0,incidence
PRI,18,630,630,Puerto Rico,0,6,0.06,0.21,0.01,incidence
QAT,18,634,634,Qatar,0,3,0.15,0.1,0.02,incidence
REU,18,638,638,"France, La Réunion",0,1,0.07,0.11,0.01,incidence
ROU,18,642,642,Romania,0,65,0.18,0.34,0.02,incidence
RUS,18,643,643,Russian Federation,0,1784,0.66,1.2,0.08,incidence
RWA,18,646,646,Rwanda,0,0,0,0,0,incidence
LCA,18,662,662,Saint Lucia,0,0,0,0,0,incidence
STP,18,678,678,Sao Tome and Principe,0,0,0,0,0,incidence
SAU,18,682,682,Saudi Arabia,0,38,0.13,0.11,0.02,incidence
SEN,18,686,686,Senegal,0,1,0.01,0.01,0,incidence
SRB,18,688,688,Serbia,0,47,0.25,0.54,0.03,incidence
SLE,18,694,694,Sierra Leone,0,0,0,0,0,incidence
SGP,18,702,702,Singapore,0,45,0.36,0.76,0.05,incidence
SVK,18,703,703,Slovakia,0,18,0.14,0.33,0.02,incidence
VNM,18,704,704,Viet Nam,0,342,0.29,0.35,0.03,incidence
SVN,18,705,705,Slovenia,0,56,0.96,2.7,0.12,incidence
SOM,18,706,706,Somalia,0,1,0.01,0.01,0,incidence
ZAF,18,710,710,South Africa,0,313,0.6,0.52,0.07,incidence
ZWE,18,716,716,Zimbabwe,0,5,0.07,0.03,0.01,incidence
ESP,18,724,724,Spain,0,595,0.54,1.3,0.07,incidence
SSD,18,728,728,South Sudan,0,0,0,0,0,incidence
SDN,18,729,729,Sudan,0,1,0,0,0,incidence
SUR,18,740,740,Suriname,0,0,0,0,0,incidence
SWZ,18,748,748,Eswatini,0,0,0,0,0,incidence
SWE,18,752,752,Sweden,0,207,0.75,2,0.1,incidence
CHE,18,756,756,Switzerland,0,246,1.1,2.8,0.14,incidence
SYR,18,760,760,Syrian Arab Republic,0,27,0.19,0.14,0.03,incidence
TJK,18,762,762,Tajikistan,0,2,0.02,0.02,0,incidence
THA,18,764,764,Thailand,0,31,0.03,0.04,0,incidence
TGO,18,768,768,Togo,0,1,0.03,0.01,0.01,incidence
TTO,18,780,780,Trinidad and Tobago,0,2,0.08,0.14,0.02,incidence
ARE,18,784,784,United Arab Emirates,0,10,0.22,0.1,0.03,incidence
TUN,18,788,788,Tunisia,0,23,0.15,0.19,0.02,incidence
TUR,18,792,792,Türkiye,0,868,0.82,1,0.1,incidence
TKM,18,795,795,Turkmenistan,0,1,0.02,0.02,0,incidence
UGA,18,800,800,Uganda,0,33,0.11,0.07,0.01,incidence
UKR,18,804,804,Ukraine,0,186,0.24,0.43,0.03,incidence
MKD,18,807,807,North Macedonia,0,2,0.05,0.1,0.01,incidence
EGY,18,818,818,Egypt,0,375,0.42,0.35,0.05,incidence
GBR,18,826,826,United Kingdom,0,3227,1.7,4.7,0.2,incidence
TZA,18,834,834,"Tanzania, United Republic of",0,50,0.18,0.08,0.02,incidence
USA,18,840,840,United States of America,0,3114,0.4,0.93,0.04,incidence
BFA,18,854,854,Burkina Faso,0,16,0.06,0.07,0,incidence
URY,18,858,858,Uruguay,0,13,0.19,0.37,0.03,incidence
UZB,18,860,860,Uzbekistan,0,50,0.16,0.15,0.02,incidence
VEN,18,862,862,Venezuela,0,17,0.05,0.06,0.01,incidence
WSM,18,882,882,Samoa,0,0,0,0,0,incidence
YEM,18,887,887,Yemen,0,2,0.01,0.01,0,incidence
ZMB,18,894,894,Zambia,0,4,0.03,0.02,0,incidence
,,,,Total,,30632,0.28,0.39,0.03,incidence
AFG,35,4,4,Afghanistan,0,123,0.62,0.3,0.07,incidence
ALB,35,8,8,Albania,0,74,1.5,2.6,0.2,incidence
DZA,35,12,12,Algeria,0,770,1.7,1.7,0.21,incidence
AGO,35,24,24,Angola,0,133,0.91,0.38,0.1,incidence
AZE,35,31,31,Azerbaijan,0,146,1.2,1.4,0.13,incidence
ARG,35,32,32,Argentina,0,1059,1.7,2.3,0.2,incidence
AUS,35,36,36,Australia,0,2250,4.1,8.6,0.49,incidence
AUT,35,40,40,Austria,0,538,2.4,5.9,0.29,incidence
BHS,35,44,44,Bahamas,0,23,4.6,5.7,0.63,incidence
BHR,35,48,48,Bahrain,0,15,1.2,0.84,0.11,incidence
BGD,35,50,50,Bangladesh,0,780,0.5,0.46,0.06,incidence
ARM,35,51,51,Armenia,0,36,0.78,1.2,0.11,incidence
BRB,35,52,52,Barbados,0,33,6.1,11.5,0.76,incidence
BEL,35,56,56,Belgium,0,1013,3.7,8.7,0.46,incidence
BTN,35,64,64,Bhutan,0,2,0.32,0.25,0.05,incidence
BOL,35,68,68,Bolivia,0,47,0.42,0.39,0.06,incidence
BIH,35,70,70,Bosnia Herzegovina,0,85,1.2,2.6,0.15,incidence
BWA,35,72,72,Botswana,0,20,1.1,0.82,0.15,incidence
BRA,35,76,76,Brazil,0,5757,1.9,2.7,0.23,incidence
BLZ,35,84,84,Belize,0,0,0,0,0,incidence
SLB,35,90,90,Solomon Islands,0,6,1.2,0.83,0.12,incidence
BRN,35,96,96,Brunei Darussalam,0,3,0.7,0.67,0.13,incidence
BGR,35,100,100,Bulgaria,0,208,1.4,3,0.18,incidence
MMR,35,104,104,Myanmar,0,246,0.45,0.45,0.05,incidence
BDI,35,108,108,Burundi,0,45,0.83,0.36,0.1,incidence
BLR,35,112,112,Belarus,0,385,2.1,4.1,0.28,incidence
KHM,35,116,116,Cambodia,0,135,1,0.79,0.12,incidence
CMR,35,120,120,Cameroon,0,105,0.78,0.38,0.1,incidence
CAN,35,124,124,Canada,0,4779,5.3,12.5,0.63,incidence
CPV,35,132,132,Cape Verde,0,7,1.3,1.2,0.13,incidence
CAF,35,140,140,Central African Republic,0,28,1.2,0.56,0.15,incidence
LKA,35,144,144,Sri Lanka,0,523,1.5,2.4,0.19,incidence
TCD,35,148,148,Chad,0,38,0.49,0.22,0.06,incidence
CHL,35,152,152,Chile,0,885,2.7,4.6,0.34,incidence
CHN,35,156,160,China,0,30300,1.2,2.2,0.15,incidence
COL,35,170,170,Colombia,0,1362,2.1,2.6,0.26,incidence
COM,35,174,174,Comoros,0,0,0,0,0,incidence
COG,35,178,178,"Congo, Republic of",0,41,1.3,0.71,0.16,incidence
COD,35,180,180,"Congo, Democratic People Republic of",0,518,1.1,0.54,0.13,incidence
CRI,35,188,188,Costa Rica,0,125,1.6,2.4,0.2,incidence
HRV,35,191,191,Croatia,0,400,3.9,9.9,0.49,incidence
CUB,35,192,192,Cuba,0,447,1.9,4,0.24,incidence
CYP,35,196,196,Cyprus,0,99,4.1,8.1,0.42,incidence
CZE,35,203,203,Czechia,0,624,2.5,5.8,0.31,incidence
BEN,35,204,204,Benin,0,61,0.89,0.48,0.11,incidence
DNK,35,208,208,Denmark,0,661,4.7,11.3,0.57,incidence
DOM,35,214,214,Dominican Republic,0,183,1.5,1.7,0.19,incidence
ECU,35,218,218,Ecuador,0,276,1.4,1.5,0.16,incidence
SLV,35,222,222,El Salvador,0,58,0.78,0.89,0.09,incidence
GNQ,35,226,226,Equatorial Guinea,0,5,0.68,0.33,0.07,incidence
ETH,35,231,231,Ethiopia,0,328,0.48,0.27,0.06,incidence
ERI,35,232,232,Eritrea,0,20,0.91,0.55,0.12,incidence
EST,35,233,233,Estonia,0,112,3.5,8.5,0.46,incidence
FJI,35,242,242,Fiji,0,10,1.1,1.1,0.11,incidence
FIN,35,246,246,Finland,0,466,2.9,8.4,0.34,incidence
FRA,35,250,250,France (metropolitan),0,5425,3.4,8.3,0.42,incidence
GUF,35,254,254,French Guyana,0,10,3.5,3.2,0.52,incidence
PYF,35,258,258,French Polynesia,0,13,3.4,4.6,0.48,incidence
DJI,35,262,262,Djibouti,0,2,0.3,0.2,0.05,incidence
GAB,35,266,266,Gabon,0,14,0.93,0.6,0.11,incidence
GEO,35,268,268,Georgia,0,70,1,1.8,0.14,incidence
GMB,35,270,270,The Republic of the Gambia,0,0,0,0,0,incidence
PSE,35,275,275,Gaza Strip and West Bank,0,96,3.4,1.8,0.4,incidence
DEU,35,276,276,Germany,0,6932,2.9,8.3,0.35,incidence
